epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.40595,0.04897,4.69481,0.14944,0.25547,3.3734939759036146e-05,57.5,92.4,3621.4
1,3.58869,0.4321,2.50762,0.65634,0.83978,6.706827309236948e-05,56.9,93.3,3621.4
2,1.40247,0.83236,1.18515,0.81151,0.93773,0.0001,56.9,93.2,3621.4
3,0.44439,0.94669,0.8782,0.8307,0.94615,9.829629131445342e-05,56.9,93.3,3621.4
4,0.16754,0.9855,0.76147,0.84382,0.94817,9.330127018922194e-05,56.8,93.5,3621.4
5,0.07908,0.99435,0.72437,0.84921,0.94985,8.535533905932738e-05,56.8,93.4,3621.4
6,0.04972,0.99661,0.70739,0.85089,0.95187,7.500000000000001e-05,56.8,93.5,3621.4
7,0.03792,0.99774,0.69394,0.85493,0.95153,6.294095225512603e-05,56.8,93.5,3621.4
8,0.02594,0.99906,0.6796,0.85291,0.95052,5e-05,56.8,93.5,3621.4
9,0.02197,0.99925,0.67676,0.85493,0.95019,3.705904774487396e-05,56.8,93.5,3621.4
10,0.01862,0.99906,0.67347,0.85594,0.95187,2.500000000000001e-05,56.8,93.4,3621.4
11,0.01704,0.99943,0.66955,0.85392,0.95321,1.4644660940672627e-05,56.9,93.3,3621.4
12,0.01375,0.99925,0.66472,0.85628,0.95288,6.698729810778065e-06,56.7,93.6,3621.4
13,0.0143,0.99943,0.66258,0.85392,0.95389,1.70370868554659e-06,57.1,93.0,3621.4
14,0.01506,0.99943,0.6624,0.85392,0.95389,0.0,56.7,93.6,3621.4
