epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.01792,0.12091,3.75293,0.40828,0.60485,3.353658536585366e-05,112.9,92.9,3621.4
1,2.22883,0.68103,1.18141,0.81353,0.93941,6.6869918699187e-05,112.3,93.4,3621.4
2,0.66522,0.88729,0.75944,0.84012,0.95624,0.0001,112.4,93.3,3621.4
3,0.27964,0.94641,0.66324,0.84786,0.95725,9.829629131445342e-05,112.3,93.4,3621.4
4,0.14665,0.97244,0.58293,0.86537,0.96062,9.330127018922194e-05,112.2,93.5,3621.4
5,0.10347,0.97978,0.61265,0.85863,0.95793,8.535533905932738e-05,112.1,93.5,3621.4
6,0.06078,0.99132,0.55379,0.8721,0.96197,7.500000000000001e-05,112.0,93.6,3621.4
7,0.03816,0.9939,0.57385,0.87311,0.9623,6.294095225512603e-05,112.1,93.5,3621.4
8,0.02972,0.9958,0.54882,0.87614,0.96129,5e-05,112.0,93.6,3621.4
9,0.02152,0.99695,0.53083,0.87816,0.96365,3.705904774487396e-05,111.9,93.7,3621.4
10,0.0189,0.99685,0.5173,0.88152,0.966,2.500000000000001e-05,111.8,93.8,3621.4
11,0.01208,0.99876,0.51298,0.88455,0.96499,1.4644660940672627e-05,111.8,93.8,3621.4
12,0.01124,0.99886,0.50906,0.88388,0.96432,6.698729810778065e-06,111.8,93.8,3621.4
13,0.01221,0.99857,0.50735,0.88354,0.96533,1.70370868554659e-06,111.9,93.8,3621.4
14,0.01139,0.99867,0.50739,0.88354,0.96634,0.0,111.9,93.7,3621.4
