epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.51023,0.02147,5.41831,0.05688,0.1619,0.00010120481927710842,25.4,209.3,3101.2
1,5.03111,0.06046,4.41761,0.1895,0.43453,0.00020120481927710841,24.9,213.4,3101.2
2,3.22285,0.42682,1.7263,0.6789,0.89431,0.0003,24.9,213.5,3101.2
3,1.22174,0.77924,1.0117,0.77381,0.92831,0.0002948888739433602,25.2,210.4,3101.2
4,0.6036,0.88585,0.86214,0.80242,0.93605,0.0002799038105676658,25.0,212.1,3101.2
5,0.36263,0.93916,0.76019,0.80916,0.9448,0.00025606601717798207,25.0,212.3,3101.2
6,0.23559,0.96252,0.73376,0.81454,0.9448,0.000225,25.3,209.9,3101.2
7,0.16924,0.97777,0.70861,0.8243,0.94615,0.0001888228567653781,25.0,212.6,3101.2
8,0.13549,0.98305,0.70485,0.82195,0.94716,0.00015,25.2,210.6,3101.2
9,0.10247,0.99096,0.68813,0.83204,0.94749,0.00011117714323462186,25.0,212.8,3101.2
10,0.08866,0.99115,0.68941,0.82767,0.94918,7.500000000000002e-05,25.1,211.6,3101.2
11,0.08355,0.99058,0.68574,0.83204,0.94884,4.3933982822017876e-05,25.1,211.7,3101.2
12,0.06995,0.99454,0.6835,0.82767,0.94951,2.009618943233419e-05,25.1,211.9,3101.2
13,0.07081,0.99416,0.68849,0.82969,0.9485,5.11112605663977e-06,25.1,211.7,3101.2
14,0.07191,0.99322,0.68455,0.82767,0.94749,0.0,25.3,209.9,3101.2
