epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.39775,0.04277,4.48502,0.23023,0.41299,0.0003492063492063492,0.0,0.0,99.6
1,3.18473,0.54126,1.84267,0.71962,0.88219,0.0006825396825396826,0.0,0.0,103.3
2,1.23768,0.78933,0.92338,0.81151,0.93706,0.001,0.0,0.0,103.3
3,0.69907,0.8529,0.73183,0.83036,0.95052,0.0009966191788709714,0.0,0.0,103.3
4,0.52888,0.88234,0.66438,0.84483,0.9549,0.0009865224352899118,0.0,0.0,103.3
5,0.42937,0.90536,0.62792,0.84887,0.95725,0.0009698463103929542,0.0,0.0,103.3
6,0.35868,0.92444,0.60633,0.85157,0.95927,0.0009468163201617061,0.0,0.0,103.3
7,0.30532,0.93805,0.59016,0.8519,0.95894,0.0009177439057064682,0.0,0.0,103.3
8,0.26218,0.95018,0.5792,0.85392,0.95961,0.000883022221559489,0.0,0.0,103.3
9,0.22799,0.95987,0.57387,0.85426,0.95927,0.0008431208189343669,0.0,0.0,103.3
10,0.20047,0.96687,0.56786,0.85325,0.95826,0.0007985792958513931,0.0,0.0,103.3
11,0.17774,0.97363,0.56521,0.8556,0.9586,0.00075,0.0,0.0,103.3
12,0.15942,0.97871,0.56181,0.8556,0.95927,0.0006980398830195785,0.0,0.0,103.3
13,0.14439,0.9824,0.5601,0.85493,0.95894,0.0006434016163555452,0.0,0.0,103.3
14,0.13227,0.98509,0.55768,0.85426,0.95961,0.0005868240888334653,0.0,0.0,103.3
15,0.12224,0.98729,0.55645,0.85459,0.95995,0.0005290724144552379,0.0,0.0,103.3
16,0.1142,0.98912,0.55563,0.85392,0.96062,0.0004709275855447621,0.0,0.0,103.3
17,0.1073,0.99084,0.55568,0.85459,0.96163,0.00041317591116653486,0.0,0.0,103.3
18,0.1019,0.99171,0.55502,0.85426,0.96163,0.00035659838364445503,0.0,0.0,103.3
19,0.09739,0.99305,0.55481,0.85459,0.96129,0.0003019601169804216,0.0,0.0,103.3
