epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.27387,0.05601,3.16453,0.40155,0.70448,0.044444444444444446,0.0,0.0,88.2
1,1.73755,0.76412,1.09593,0.7479,0.90912,0.07777777777777778,0.0,0.0,88.2
2,0.13428,0.97268,1.40092,0.70246,0.8859,0.1,0.0,0.0,88.2
3,0.05131,0.98406,1.61802,0.70818,0.88926,0.09966191788709716,0.0,0.0,88.2
4,0.01195,0.99545,1.82272,0.71289,0.89398,0.0986522435289912,0.0,0.0,88.2
5,0.00397,0.99954,1.97829,0.71659,0.89162,0.09698463103929543,0.0,0.0,88.2
6,0.00164,1.0,2.09718,0.71794,0.88994,0.09468163201617062,0.0,0.0,88.2
7,0.00112,1.0,2.17514,0.71626,0.88825,0.09177439057064683,0.0,0.0,88.2
8,0.00094,1.0,2.22356,0.71592,0.8896,0.0883022221559489,0.0,0.0,88.2
9,0.00056,1.0,2.24992,0.71525,0.88926,0.0843120818934367,0.0,0.0,88.2
