run_id,model_name,dataset,fraction,seed,regime,bin,bin_lo,bin_hi,count,accuracy,confidence,gap
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,8,0.5333333333333333,0.6,322,0.7546583850931677,0.5673280180611225,0.1873303670320452
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,9,0.6,0.6666666666666666,299,0.8060200668896321,0.6343473590736006,0.1716727078160315
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,10,0.6666666666666666,0.7333333333333333,358,0.8854748603351955,0.7000692388531882,0.18540562148200734
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,11,0.7333333333333333,0.8,372,0.946236559139785,0.768706187926313,0.17753037121347204
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,12,0.8,0.8666666666666667,478,0.9476987447698745,0.8340426567458707,0.11365608802400373
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,13,0.8666666666666667,0.9333333333333333,674,0.983679525222552,0.9031868214423295,0.08049270378022244
resnet50_caltech256_f10_s2_fullft,resnet50,caltech256,10,2,fullft,14,0.9333333333333333,1.0,1300,0.9915384615384616,0.9670814231267342,0.024457038411727416
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,0,0.0,0.06666666666666667,11,0.18181818181818182,0.055503778836943886,0.12631440298123794
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,1,0.06666666666666667,0.13333333333333333,123,0.18699186991869918,0.111074082795682,0.07591778712301718
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,2,0.13333333333333333,0.2,299,0.2508361204013378,0.16999960598538952,0.08083651441594827
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,3,0.2,0.26666666666666666,383,0.3263707571801567,0.23187912537597177,0.0944916318041849
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,4,0.26666666666666666,0.3333333333333333,348,0.40804597701149425,0.29966399039345226,0.10838198661804199
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,5,0.3333333333333333,0.4,369,0.5013550135501355,0.36706025539051873,0.13429475815961672
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,6,0.4,0.4666666666666667,314,0.5796178343949044,0.4333687856508668,0.14624904874403766
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,7,0.4666666666666667,0.5333333333333333,345,0.6434782608695652,0.4993322280006132,0.14414603286895195
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,8,0.5333333333333333,0.6,285,0.6807017543859649,0.5662307479925323,0.11447100639343266
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,9,0.6,0.6666666666666666,308,0.7857142857142857,0.6337611150818986,0.1519531706323871
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,10,0.6666666666666666,0.7333333333333333,337,0.857566765578635,0.7012109662729484,0.15635579930568655
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,11,0.7333333333333333,0.8,376,0.8563829787234043,0.7682087605303907,0.08817421819301363
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,12,0.8,0.8666666666666667,428,0.9322429906542056,0.8346059237406632,0.09763706691354235
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,13,0.8666666666666667,0.9333333333333333,582,0.9673539518900344,0.9011282170146602,0.0662257348753742
resnet50_caltech256_f10_s2_linprobe,resnet50,caltech256,10,2,linprobe,14,0.9333333333333333,1.0,1444,0.9909972299168975,0.9749867557406096,0.01601047417628798
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,0,0.0,0.06666666666666667,4,0.0,0.053726078011095524,0.053726078011095524
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,1,0.06666666666666667,0.13333333333333333,16,0.3125,0.10756793199107051,0.2049320680089295
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,2,0.13333333333333333,0.2,61,0.19672131147540983,0.17075652421497908,0.02596478726043075
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,3,0.2,0.26666666666666666,110,0.2909090909090909,0.23501322973858227,0.055895861170508626
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,4,0.26666666666666666,0.3333333333333333,153,0.24183006535947713,0.30044331075319275,0.058613245393715624
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,5,0.3333333333333333,0.4,169,0.4260355029585799,0.3660021232077356,0.060033379750844273
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,6,0.4,0.4666666666666667,196,0.3826530612244898,0.4345177626427339,0.05186470141824412
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,7,0.4666666666666667,0.5333333333333333,209,0.5454545454545454,0.4997597305398238,0.045694814914721604
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,8,0.5333333333333333,0.6,213,0.5774647887323944,0.5679004228730716,0.009564365859322743
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,9,0.6,0.6666666666666666,185,0.6864864864864865,0.6322250569188917,0.05426142956759472
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,10,0.6666666666666666,0.7333333333333333,235,0.7361702127659574,0.6991871430518779,0.0369830697140795
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,11,0.7333333333333333,0.8,256,0.78515625,0.7683299803175032,0.016826269682496786
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,12,0.8,0.8666666666666667,319,0.8589341692789969,0.8351666585405044,0.02376751073849248
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,13,0.8666666666666667,0.9333333333333333,531,0.9171374764595104,0.9047232399328056,0.012414236526704814
resnet50_caltech256_f25_s0_fullft,resnet50,caltech256,25,0,fullft,14,0.9333333333333333,1.0,3295,0.987556904400607,0.9820320461878104,0.0055248582127965795
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,0,0.0,0.06666666666666667,0,,,
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,1,0.06666666666666667,0.13333333333333333,0,,,
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,2,0.13333333333333333,0.2,2,0.0,0.14491941779851913,0.14491941779851913
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,3,0.2,0.26666666666666666,18,0.1111111111111111,0.25015228903955883,0.13904117792844772
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,4,0.26666666666666666,0.3333333333333333,45,0.24444444444444444,0.30565385818481444,0.061209413740370006
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,5,0.3333333333333333,0.4,66,0.16666666666666666,0.36531102567008045,0.1986443590034138
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,6,0.4,0.4666666666666667,93,0.27956989247311825,0.4350260489730425,0.15545615649992423
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,7,0.4666666666666667,0.5333333333333333,138,0.35507246376811596,0.49960329523984937,0.1445308314717334
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,8,0.5333333333333333,0.6,147,0.4013605442176871,0.5641487196189205,0.16278817540123347
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,9,0.6,0.6666666666666666,156,0.46153846153846156,0.6334373752276102,0.17189891368914867
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,10,0.6666666666666666,0.7333333333333333,150,0.52,0.6989490624268849,0.1789490624268849
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,11,0.7333333333333333,0.8,196,0.5714285714285714,0.7657804653352621,0.19435189390669072
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,12,0.8,0.8666666666666667,222,0.5990990990990991,0.8350725544465555,0.2359734553474564
resnet50_caltech256_f25_s0_linprobe,resnet50,caltech256,25,0,linprobe,13,0.8666666666666667,0.9333333333333333,333,0.6636636636636637,0.9036503512938101,0.2399866876301464
