epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.09172,0.10728,3.82647,0.38909,0.59374,3.353658536585366e-05,113.1,92.7,3621.4
1,2.27367,0.68275,1.17637,0.81622,0.94244,6.6869918699187e-05,112.4,93.3,3621.4
2,0.67445,0.88595,0.72831,0.85257,0.95658,0.0001,112.4,93.3,3621.4
3,0.28828,0.94488,0.62609,0.85897,0.9549,9.829629131445342e-05,112.4,93.3,3621.4
4,0.15077,0.97292,0.60848,0.85729,0.95523,9.330127018922194e-05,112.2,93.5,3621.4
5,0.08791,0.98503,0.61314,0.85863,0.95456,8.535533905932738e-05,112.3,93.4,3621.4
6,0.05829,0.99027,0.58007,0.862,0.95523,7.500000000000001e-05,112.1,93.6,3621.4
7,0.03225,0.99561,0.54697,0.86907,0.96028,6.294095225512603e-05,112.0,93.6,3621.4
8,0.0253,0.99685,0.57323,0.86234,0.96028,5e-05,111.7,93.9,3621.4
9,0.02599,0.996,0.55153,0.87041,0.96163,3.705904774487396e-05,111.8,93.8,3621.4
10,0.01862,0.99714,0.54401,0.87243,0.95995,2.500000000000001e-05,111.7,93.9,3621.4
11,0.01647,0.99781,0.53051,0.8758,0.96197,1.4644660940672627e-05,111.8,93.8,3621.4
12,0.01093,0.99886,0.52221,0.87816,0.96264,6.698729810778065e-06,112.4,93.3,3621.4
13,0.01013,0.99847,0.51955,0.87849,0.9623,1.70370868554659e-06,111.8,93.8,3621.4
14,0.01112,0.99857,0.51938,0.87715,0.9623,0.0,111.6,93.9,3621.4
