epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.3506,0.05632,4.60597,0.16964,0.2935,3.3734939759036146e-05,57.4,92.5,3621.4
1,3.53941,0.46092,2.47232,0.64254,0.8381,6.706827309236948e-05,56.9,93.3,3621.4
2,1.39365,0.83293,1.1894,0.8031,0.93908,0.0001,57.1,93.0,3621.4
3,0.45709,0.94443,0.8667,0.82868,0.95052,9.829629131445342e-05,57.0,93.2,3621.4
4,0.1705,0.98531,0.77952,0.83272,0.95052,9.330127018922194e-05,57.0,93.1,3621.4
5,0.08062,0.99416,0.73089,0.83978,0.95321,8.535533905932738e-05,57.0,93.1,3621.4
6,0.05226,0.99529,0.71936,0.84012,0.95052,7.500000000000001e-05,56.8,93.4,3621.4
7,0.03429,0.99868,0.6818,0.85426,0.9522,6.294095225512603e-05,56.8,93.4,3621.4
8,0.02618,0.99849,0.6802,0.8519,0.95389,5e-05,56.8,93.5,3621.4
9,0.02503,0.99812,0.68899,0.84921,0.95355,3.705904774487396e-05,56.8,93.5,3621.4
10,0.0177,0.99906,0.67683,0.85392,0.95321,2.500000000000001e-05,56.8,93.5,3621.4
11,0.01473,0.99962,0.66777,0.85459,0.95523,1.4644660940672627e-05,56.7,93.6,3621.4
12,0.01662,0.99849,0.66757,0.85325,0.9549,6.698729810778065e-06,56.7,93.6,3621.4
13,0.01754,0.99868,0.66503,0.85358,0.95523,1.70370868554659e-06,56.8,93.5,3621.4
14,0.01395,0.99925,0.66479,0.85325,0.95456,0.0,56.9,93.3,3621.4
