epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,2.70189,0.42218,1.13642,0.72465,0.91109,3.3363499245852184e-05,766.0,92.3,3619.6
1,0.93765,0.75644,0.8365,0.77723,0.93733,6.669683257918553e-05,766.4,92.2,3619.6
2,0.70656,0.80891,0.89796,0.76257,0.9302,0.0001,765.8,92.3,3619.6
3,0.56819,0.8418,0.76174,0.79812,0.94436,9.829629131445342e-05,765.8,92.3,3619.6
4,0.40839,0.883,0.72957,0.80941,0.94634,9.330127018922194e-05,765.2,92.4,3619.6
5,0.29234,0.91355,0.76714,0.80574,0.94851,8.535533905932738e-05,764.6,92.5,3619.6
6,0.21025,0.93717,0.78202,0.80802,0.94426,7.500000000000001e-05,764.4,92.5,3619.6
7,0.13206,0.96082,0.75962,0.82475,0.94861,6.294095225512603e-05,762.1,92.8,3619.6
8,0.08934,0.97393,0.78419,0.82079,0.94871,5e-05,761.3,92.9,3619.6
9,0.05938,0.98284,0.76551,0.8297,0.95,3.705904774487396e-05,759.3,93.1,3619.6
10,0.03447,0.99057,0.74834,0.83723,0.95347,2.500000000000001e-05,759.4,93.1,3619.6
11,0.01974,0.99475,0.74472,0.84178,0.95307,1.4644660940672627e-05,759.2,93.1,3619.6
12,0.015,0.99635,0.73984,0.84465,0.95505,6.698729810778065e-06,761.3,92.9,3619.6
13,0.01125,0.9974,0.73793,0.84455,0.95307,1.70370868554659e-06,759.9,93.0,3619.6
14,0.00935,0.99774,0.73514,0.84624,0.95317,0.0,760.8,92.9,3619.6
