epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,4.49922,0.23853,2.29038,0.71323,0.88219,3.3435582822085895e-05,224.2,93.0,3621.4
1,1.15126,0.81939,0.67481,0.8657,0.9623,6.676891615541922e-05,223.9,93.2,3621.4
2,0.42876,0.90828,0.59457,0.86234,0.96028,0.0001,224.6,92.9,3621.4
3,0.26745,0.93959,0.54941,0.86436,0.96163,9.829629131445342e-05,223.7,93.2,3621.4
4,0.16215,0.96088,0.54854,0.86873,0.96432,9.330127018922194e-05,223.4,93.4,3621.4
5,0.10528,0.97507,0.51574,0.87647,0.96634,8.535533905932738e-05,222.9,93.6,3621.4
6,0.07633,0.98255,0.52617,0.8758,0.96264,7.500000000000001e-05,222.0,94.0,3621.4
7,0.05473,0.98763,0.51829,0.88421,0.96634,6.294095225512603e-05,223.3,93.4,3621.4
8,0.03851,0.99132,0.47793,0.89095,0.9687,5e-05,222.8,93.6,3621.4
9,0.02553,0.99449,0.47609,0.89364,0.96971,3.705904774487396e-05,222.7,93.7,3621.4
10,0.02085,0.99597,0.47107,0.88926,0.9724,2.500000000000001e-05,222.8,93.6,3621.4
11,0.01525,0.99708,0.46528,0.89498,0.97105,1.4644660940672627e-05,222.0,94.0,3621.4
12,0.01068,0.99803,0.45125,0.89801,0.97139,6.698729810778065e-06,222.3,93.8,3621.4
13,0.01035,0.99842,0.44652,0.90104,0.97307,1.70370868554659e-06,222.2,93.9,3621.4
14,0.00944,0.99847,0.44595,0.90273,0.97341,0.0,222.0,94.0,3621.4
