epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.75102,0.00414,5.4083,0.01851,0.07169,0.0003888888888888889,0.0,0.0,56.6
1,5.04708,0.09644,4.33647,0.31033,0.47896,0.0007222222222222222,0.0,0.0,56.6
2,3.71048,0.47523,2.84558,0.60081,0.78425,0.001,0.0,0.0,56.6
3,2.20466,0.71501,1.82607,0.69808,0.87546,0.0009966191788709714,0.0,0.0,56.6
4,1.34089,0.79789,1.35727,0.74621,0.90542,0.0009865224352899118,0.0,0.0,56.6
5,0.92475,0.84649,1.12148,0.76977,0.92124,0.0009698463103929542,0.0,0.0,56.6
6,0.69469,0.8787,0.98997,0.78795,0.92763,0.0009468163201617061,0.0,0.0,56.6
7,0.54951,0.90544,0.9126,0.80007,0.93369,0.0009177439057064682,0.0,0.0,56.6
8,0.45164,0.92277,0.86643,0.8068,0.93739,0.000883022221559489,0.0,0.0,56.6
9,0.37981,0.93577,0.83807,0.80882,0.9411,0.0008431208189343669,0.0,0.0,56.6
10,0.32725,0.94651,0.81862,0.81286,0.94244,0.0007985792958513931,0.0,0.0,56.6
11,0.28612,0.95856,0.80529,0.81488,0.94278,0.00075,0.0,0.0,56.6
12,0.25307,0.96741,0.79536,0.81454,0.94278,0.0006980398830195785,0.0,0.0,56.6
13,0.22617,0.97193,0.78842,0.81454,0.94244,0.0006434016163555452,0.0,0.0,56.6
14,0.20475,0.97777,0.78251,0.81589,0.94244,0.0005868240888334653,0.0,0.0,56.6
15,0.18697,0.98229,0.77717,0.81521,0.94278,0.0005290724144552379,0.0,0.0,56.6
16,0.17307,0.98587,0.77309,0.81589,0.94312,0.0004709275855447621,0.0,0.0,56.6
17,0.16185,0.98776,0.77,0.81555,0.94345,0.00041317591116653486,0.0,0.0,56.6
18,0.1531,0.98945,0.76752,0.81622,0.94345,0.00035659838364445503,0.0,0.0,56.6
19,0.14552,0.99077,0.7654,0.81824,0.94379,0.0003019601169804216,0.0,0.0,56.6
20,0.1396,0.99115,0.76355,0.81858,0.94379,0.0002500000000000001,0.0,0.0,56.6
21,0.13499,0.9919,0.76212,0.81892,0.94413,0.00020142070414860702,0.0,0.0,56.6
22,0.13145,0.99247,0.76104,0.81858,0.94413,0.00015687918106563326,0.0,0.0,56.6
23,0.12872,0.99284,0.76024,0.81959,0.94514,0.00011697777844051105,0.0,0.0,56.6
24,0.12666,0.99284,0.75968,0.81959,0.94514,8.225609429353187e-05,0.0,0.0,56.6
25,0.12521,0.99322,0.75928,0.81892,0.9448,5.318367983829392e-05,0.0,0.0,56.6
26,0.12425,0.99322,0.75904,0.81925,0.94514,3.0153689607045842e-05,0.0,0.0,56.6
27,0.12365,0.99322,0.7589,0.81925,0.94514,1.3477564710088097e-05,0.0,0.0,56.6
28,0.12336,0.99341,0.75885,0.81925,0.94514,3.3808211290284885e-06,0.0,0.0,56.6
29,0.12326,0.99341,0.75884,0.81925,0.94514,0.0,0.0,0.0,56.6
