epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.53356,0.00956,5.49693,0.03904,0.09323,0.00010285714285714284,10.7,205.0,3101.2
1,5.40657,0.03643,5.27708,0.04005,0.17906,0.00020285714285714286,10.1,216.7,3101.2
2,4.92334,0.05055,4.56356,0.11646,0.35342,0.0003,10.3,212.8,3101.2
3,3.89588,0.26821,3.13897,0.46786,0.76742,0.0002948888739433602,10.4,211.0,3101.2
4,2.3645,0.6776,1.87055,0.67789,0.88085,0.0002799038105676658,10.5,208.3,3101.2
5,1.26124,0.85883,1.37745,0.72871,0.90172,0.00025606601717798207,10.4,211.0,3101.2
6,0.72394,0.92168,1.19477,0.74352,0.91215,0.000225,10.7,206.2,3101.2
7,0.48058,0.95628,1.10867,0.75564,0.91484,0.0001888228567653781,10.5,209.3,3101.2
8,0.35091,0.97131,1.05972,0.759,0.91787,0.00015,10.6,207.8,3101.2
9,0.28368,0.9786,1.03772,0.76372,0.92057,0.00011117714323462186,10.6,207.3,3101.2
10,0.23407,0.98406,1.01247,0.76977,0.92023,7.500000000000002e-05,10.7,204.8,3101.2
11,0.21356,0.98588,1.00243,0.76708,0.92057,4.3933982822017876e-05,10.6,206.9,3101.2
12,0.2001,0.98998,0.99911,0.77146,0.92023,2.009618943233419e-05,10.6,206.6,3101.2
