epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.50808,0.01997,5.42077,0.04578,0.1582,0.00010120481927710842,18.5,286.8,3101.2
1,5.04213,0.05481,4.44158,0.16627,0.41871,0.00020120481927710841,18.2,292.2,3101.2
2,3.22477,0.43925,1.74213,0.69169,0.89566,0.0003,18.2,292.2,3101.2
3,1.19692,0.79167,0.98958,0.76775,0.93268,0.00029898575366129145,18.3,290.2,3101.2
4,0.59414,0.88849,0.81653,0.8031,0.94076,0.00029595673058697357,18.1,293.2,3101.2
5,0.35828,0.93577,0.74878,0.81656,0.94783,0.0002909538931178862,18.3,290.9,3101.2
6,0.22339,0.96346,0.71655,0.82565,0.94312,0.0002840448960485118,18.2,292.4,3101.2
7,0.15482,0.97796,0.68654,0.83272,0.95187,0.00027532317171194046,18.3,290.1,3101.2
8,0.10271,0.98851,0.69676,0.82733,0.94581,0.00026490666646784665,18.4,289.2,3101.2
9,0.08537,0.99171,0.6864,0.82565,0.94547,0.00025293624568031,18.2,291.1,3101.2
10,0.06311,0.99378,0.68241,0.83373,0.9485,0.00023957378875541792,18.2,291.2,3101.2
11,0.05368,0.9951,0.67976,0.83575,0.94648,0.000225,18.2,291.7,3101.2
12,0.04491,0.99623,0.68173,0.83204,0.94817,0.0002094119649058735,18.2,291.3,3101.2
13,0.03995,0.99661,0.67696,0.83002,0.9485,0.00019302048490666353,18.5,287.5,3101.2
14,0.03622,0.99548,0.68002,0.83103,0.94918,0.00017604722665003956,18.1,292.6,3101.2
15,0.03189,0.99717,0.67031,0.83676,0.94716,0.00015872172433657134,18.2,291.6,3101.2
16,0.02781,0.99755,0.66964,0.83676,0.94446,0.00014127827566342863,18.1,292.5,3101.2
17,0.02622,0.99812,0.6675,0.8381,0.94749,0.00012395277334996044,18.3,290.3,3101.2
18,0.02041,0.9983,0.67588,0.83978,0.94615,0.0001069795150933365,18.2,290.9,3101.2
19,0.02175,0.99755,0.67044,0.83541,0.94682,9.058803509412646e-05,18.3,290.1,3101.2
20,0.01758,0.99906,0.67023,0.83743,0.94884,7.500000000000002e-05,18.2,291.2,3101.2
21,0.01817,0.99868,0.66532,0.83709,0.94783,6.04262112445821e-05,18.2,291.2,3101.2
22,0.01477,0.99925,0.6608,0.83844,0.94783,4.706375431968997e-05,18.3,289.6,3101.2
23,0.01419,0.99962,0.66555,0.83877,0.94615,3.509333353215331e-05,18.3,289.6,3101.2
