epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,4.5555,0.19476,1.77559,0.7038,0.89566,0.03888888888888889,0.0,0.0,113.2
1,0.64949,0.89019,0.8591,0.78425,0.93437,0.07222222222222223,0.0,0.0,113.2
2,0.12652,0.96157,0.98113,0.80916,0.93571,0.1,0.0,0.0,113.2
3,0.02332,0.99435,1.15079,0.81185,0.93605,0.09966191788709716,0.0,0.0,113.2
4,0.00604,0.99943,1.25142,0.80512,0.93605,0.0986522435289912,0.0,0.0,113.2
5,0.00544,0.99887,1.24042,0.80882,0.93807,0.09698463103929543,0.0,0.0,113.2
6,0.00321,0.99906,1.21443,0.81252,0.93941,0.09468163201617062,0.0,0.0,113.2
7,0.00352,0.99925,1.20838,0.81319,0.93807,0.09177439057064683,0.0,0.0,113.2
8,0.00603,0.99812,1.14846,0.81488,0.93706,0.0883022221559489,0.0,0.0,113.2
9,0.00073,0.99981,1.10539,0.82026,0.93908,0.0843120818934367,0.0,0.0,113.2
10,0.00066,0.99981,1.08776,0.82161,0.93874,0.07985792958513932,0.0,0.0,113.2
11,0.00053,1.0,1.06529,0.82195,0.93975,0.07500000000000001,0.0,0.0,113.2
12,0.00046,1.0,1.04048,0.82262,0.9411,0.06980398830195784,0.0,0.0,113.2
13,0.00043,1.0,1.01614,0.82531,0.9411,0.06434016163555452,0.0,0.0,113.2
14,0.00043,1.0,0.99564,0.82632,0.94177,0.058682408883346526,0.0,0.0,113.2
15,0.00043,1.0,0.97846,0.82733,0.94177,0.05290724144552379,0.0,0.0,113.2
16,0.00045,1.0,0.96358,0.82733,0.94211,0.04709275855447621,0.0,0.0,113.2
17,0.00046,1.0,0.95044,0.82733,0.94244,0.041317591116653486,0.0,0.0,113.2
18,0.00048,1.0,0.93922,0.82733,0.94244,0.0356598383644455,0.0,0.0,113.2
19,0.00049,1.0,0.9296,0.82868,0.94312,0.03019601169804216,0.0,0.0,113.2
20,0.0005,1.0,0.92187,0.82969,0.94312,0.025000000000000012,0.0,0.0,113.2
21,0.00052,1.0,0.91562,0.83002,0.94312,0.020142070414860703,0.0,0.0,113.2
22,0.00052,1.0,0.91083,0.83036,0.94312,0.015687918106563326,0.0,0.0,113.2
23,0.00053,1.0,0.90725,0.83002,0.94312,0.011697777844051106,0.0,0.0,113.2
24,0.00054,1.0,0.90462,0.82969,0.94312,0.008225609429353187,0.0,0.0,113.2
25,0.00054,1.0,0.90279,0.83002,0.94312,0.005318367983829392,0.0,0.0,113.2
26,0.00054,1.0,0.90166,0.83036,0.94312,0.0030153689607045845,0.0,0.0,113.2
27,0.00054,1.0,0.90108,0.83036,0.94312,0.0013477564710088097,0.0,0.0,113.2
28,0.00054,1.0,0.90085,0.83036,0.94312,0.0003380821129028489,0.0,0.0,113.2
29,0.00054,1.0,0.90081,0.83036,0.94312,0.0,0.0,0.0,113.2
