epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.07418,0.10689,3.84768,0.36351,0.56883,3.353658536585366e-05,113.4,92.4,3621.4
1,2.31479,0.6654,1.22522,0.80747,0.93975,6.6869918699187e-05,112.5,93.2,3621.4
2,0.68899,0.88748,0.76484,0.84079,0.95153,0.0001,112.4,93.3,3621.4
3,0.27518,0.94946,0.66461,0.84719,0.95355,9.829629131445342e-05,112.3,93.4,3621.4
4,0.1258,0.97902,0.59535,0.86368,0.9586,9.330127018922194e-05,112.1,93.5,3621.4
5,0.07679,0.98808,0.61687,0.86099,0.95187,8.535533905932738e-05,112.2,93.5,3621.4
6,0.05857,0.99066,0.56367,0.87142,0.95759,7.500000000000001e-05,112.2,93.5,3621.4
7,0.03598,0.99447,0.57096,0.87008,0.95725,6.294095225512603e-05,112.1,93.5,3621.4
8,0.0274,0.99609,0.59427,0.86234,0.95591,5e-05,112.1,93.6,3621.4
9,0.01876,0.998,0.54478,0.87647,0.96129,3.705904774487396e-05,111.9,93.7,3621.4
10,0.01552,0.99809,0.55643,0.87412,0.96028,2.500000000000001e-05,111.9,93.8,3621.4
11,0.01204,0.99876,0.54483,0.87984,0.96163,1.4644660940672627e-05,111.8,93.8,3621.4
12,0.01159,0.99857,0.54649,0.87782,0.96062,6.698729810778065e-06,111.9,93.7,3621.4
13,0.01058,0.99886,0.54085,0.87984,0.96096,1.70370868554659e-06,112.0,93.6,3621.4
14,0.01013,0.99895,0.54011,0.88018,0.96096,0.0,111.9,93.7,3621.4
