epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.54228,0.00638,5.50658,0.03837,0.09559,0.00010285714285714284,8.1,270.3,3101.2
1,5.41797,0.06694,5.28259,0.07472,0.16358,0.00020285714285714286,7.7,284.5,3101.2
2,4.92621,0.07058,4.5516,0.12555,0.33154,0.0003,7.6,289.8,3101.2
3,3.84348,0.28461,3.07203,0.48469,0.76708,0.00029898575366129145,7.6,289.7,3101.2
4,2.2878,0.69672,1.78816,0.66274,0.88118,0.00029595673058697357,7.6,288.6,3101.2
5,1.19033,0.85929,1.361,0.71626,0.90071,0.0002909538931178862,7.6,289.5,3101.2
6,0.66446,0.93033,1.17553,0.74116,0.90912,0.0002840448960485118,7.7,286.0,3101.2
7,0.40425,0.96403,1.0933,0.75093,0.91013,0.00027532317171194046,7.6,289.3,3101.2
8,0.27632,0.9745,1.04657,0.75833,0.91282,0.00026490666646784665,7.7,284.9,3101.2
9,0.19948,0.98588,1.02012,0.759,0.91518,0.00025293624568031,7.9,279.4,3101.2
10,0.1559,0.99089,0.99974,0.76405,0.91282,0.00023957378875541792,7.8,282.8,3101.2
11,0.11888,0.99545,0.98403,0.76439,0.92158,0.000225,7.6,288.7,3101.2
12,0.10257,0.99408,0.97455,0.76473,0.91653,0.0002094119649058735,7.7,286.5,3101.2
13,0.08612,0.99362,0.96603,0.76506,0.91787,0.00019302048490666353,7.7,284.8,3101.2
14,0.07064,0.99818,0.95155,0.76742,0.91956,0.00017604722665003956,7.6,287.4,3101.2
15,0.0614,0.99909,0.955,0.76977,0.91787,0.00015872172433657134,7.6,288.5,3101.2
16,0.04749,0.99909,0.95999,0.76708,0.91686,0.00014127827566342863,7.8,282.3,3101.2
17,0.04893,0.99727,0.95071,0.76641,0.91787,0.00012395277334996044,7.7,285.7,3101.2
18,0.0469,0.99772,0.95157,0.76641,0.91821,0.0001069795150933365,7.6,287.7,3101.2
19,0.03941,0.99909,0.94528,0.77213,0.91821,9.058803509412646e-05,7.7,285.8,3101.2
20,0.03981,0.99863,0.93831,0.77112,0.9209,7.500000000000002e-05,7.6,287.5,3101.2
21,0.03841,0.99909,0.9377,0.77247,0.91754,6.04262112445821e-05,7.6,289.1,3101.2
22,0.03753,0.99909,0.94129,0.76809,0.91855,4.706375431968997e-05,7.7,286.3,3101.2
23,0.03487,1.0,0.92959,0.77348,0.92191,3.509333353215331e-05,7.7,286.3,3101.2
24,0.03612,0.99954,0.93507,0.77583,0.91989,2.4676828288059558e-05,7.6,287.5,3101.2
25,0.03461,0.99954,0.93544,0.77146,0.91956,1.5955103951488173e-05,7.6,287.7,3101.2
26,0.03699,0.99818,0.94059,0.77112,0.91754,9.046106882113751e-06,7.7,287.1,3101.2
27,0.0308,0.99909,0.93691,0.77112,0.92057,4.043269413026429e-06,7.7,285.7,3101.2
28,0.03109,0.99909,0.93641,0.77011,0.92158,1.0142463387085464e-06,7.7,287.0,3101.2
29,0.03115,0.99909,0.94168,0.77482,0.9172,0.0,7.6,289.8,3101.2
