epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.54228,0.00638,5.50658,0.03837,0.09559,0.00010285714285714284,11.0,198.7,3101.2
1,5.41797,0.06694,5.28259,0.07472,0.16358,0.00020285714285714286,10.4,210.9,3101.2
2,4.92621,0.07058,4.5516,0.12555,0.33154,0.0003,10.6,207.6,3101.2
3,3.8441,0.28461,3.07587,0.4793,0.76473,0.0002948888739433602,10.5,209.8,3101.2
4,2.30637,0.69945,1.81641,0.66005,0.88219,0.0002799038105676658,10.5,209.7,3101.2
5,1.23029,0.85974,1.3778,0.71996,0.89936,0.00025606601717798207,10.7,205.8,3101.2
6,0.71779,0.92486,1.20359,0.74116,0.90946,0.000225,10.4,210.2,3101.2
7,0.46947,0.95856,1.12499,0.75093,0.91215,0.0001888228567653781,10.5,210.0,3101.2
8,0.34458,0.97404,1.08378,0.75631,0.91552,0.00015,10.6,208.1,3101.2
9,0.27618,0.9827,1.0605,0.75968,0.91417,0.00011117714323462186,10.5,208.3,3101.2
10,0.23156,0.98406,1.0469,0.76102,0.9135,7.500000000000002e-05,10.7,205.2,3101.2
11,0.21037,0.99089,1.03386,0.76035,0.91686,4.3933982822017876e-05,10.4,210.6,3101.2
12,0.19697,0.98816,1.02292,0.76338,0.91754,2.009618943233419e-05,10.5,208.7,3101.2
13,0.19319,0.98953,1.03109,0.76405,0.91754,5.11112605663977e-06,10.6,206.6,3101.2
14,0.18712,0.99271,1.0233,0.76338,0.91619,0.0,10.7,206.1,3101.2
