epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.65625,0.01821,5.24562,0.0828,0.12622,3.428571428571429e-05,24.6,89.3,3621.4
1,4.6384,0.15483,4.20919,0.276,0.43352,6.761904761904763e-05,23.8,92.1,3621.4
2,3.07467,0.63843,2.93304,0.58734,0.77213,0.0001,23.8,92.2,3621.4
3,1.43188,0.91667,2.01372,0.70751,0.87109,9.829629131445342e-05,23.8,92.2,3621.4
4,0.53722,0.98452,1.61241,0.75463,0.90138,9.330127018922194e-05,23.7,92.7,3621.4
5,0.23036,0.9959,1.44022,0.76574,0.90878,8.535533905932738e-05,23.6,92.9,3621.4
6,0.11687,0.99863,1.36202,0.76708,0.90912,7.500000000000001e-05,23.7,92.8,3621.4
7,0.07455,1.0,1.30839,0.77348,0.90946,6.294095225512603e-05,23.6,93.0,3621.4
8,0.06065,0.99863,1.29251,0.77112,0.90912,5e-05,23.6,92.9,3621.4
9,0.0486,0.99954,1.27453,0.77179,0.91114,3.705904774487396e-05,23.7,92.8,3621.4
10,0.04398,0.99954,1.26617,0.77348,0.91013,2.500000000000001e-05,23.6,93.0,3621.4
11,0.03642,1.0,1.2533,0.77516,0.91181,1.4644660940672627e-05,23.6,92.9,3621.4
12,0.03608,1.0,1.25168,0.77314,0.9108,6.698729810778065e-06,23.6,93.0,3621.4
13,0.03542,0.99954,1.24659,0.77583,0.91047,1.70370868554659e-06,23.6,93.1,3621.4
14,0.03471,1.0,1.24667,0.7755,0.91047,0.0,23.5,93.3,3621.4
