epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.40732,0.04728,4.66951,0.14843,0.26927,3.3734939759036146e-05,57.5,92.3,3621.4
1,3.58286,0.44585,2.48411,0.65904,0.85459,6.706827309236948e-05,57.0,93.2,3621.4
2,1.40608,0.82765,1.15381,0.81488,0.94244,0.0001,56.9,93.3,3621.4
3,0.45039,0.94613,0.84582,0.83911,0.94682,9.829629131445342e-05,57.0,93.2,3621.4
4,0.16808,0.9855,0.75307,0.84685,0.9485,9.330127018922194e-05,56.9,93.3,3621.4
5,0.085,0.99303,0.71654,0.8482,0.95153,8.535533905932738e-05,56.9,93.4,3621.4
6,0.04893,0.99755,0.67887,0.85056,0.95557,7.500000000000001e-05,56.8,93.4,3621.4
7,0.03341,0.99774,0.66517,0.84652,0.9549,6.294095225512603e-05,56.7,93.6,3621.4
8,0.03357,0.99699,0.65629,0.85426,0.95422,5e-05,56.7,93.6,3621.4
9,0.02784,0.99812,0.66176,0.85224,0.95759,3.705904774487396e-05,56.7,93.6,3621.4
10,0.02135,0.99906,0.64275,0.85358,0.95389,2.500000000000001e-05,56.6,93.8,3621.4
11,0.01666,0.99849,0.63061,0.85459,0.95591,1.4644660940672627e-05,56.9,93.3,3621.4
12,0.02025,0.99793,0.63372,0.85628,0.95624,6.698729810778065e-06,56.9,93.2,3621.4
13,0.01468,0.99943,0.63284,0.8556,0.95624,1.70370868554659e-06,57.0,93.2,3621.4
14,0.01654,0.99906,0.6327,0.8556,0.95658,0.0,56.8,93.4,3621.4
