epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.46388,0.03452,5.12623,0.069,0.16863,0.00010060975609756097,49.3,212.5,3101.2
1,4.02258,0.26223,2.04025,0.64995,0.88219,0.00020060975609756095,48.9,214.3,3101.2
2,1.35546,0.74511,0.89774,0.79468,0.93672,0.0003,49.2,213.3,3101.2
3,0.61352,0.86707,0.69179,0.83642,0.95321,0.0002948888739433602,49.3,212.6,3101.2
4,0.35731,0.92038,0.60161,0.84854,0.9623,0.0002799038105676658,49.1,213.4,3101.2
5,0.22724,0.95156,0.57286,0.85392,0.96197,0.00025606601717798207,49.1,213.5,3101.2
6,0.15785,0.96825,0.55985,0.85426,0.96096,0.000225,49.3,212.6,3101.2
7,0.11241,0.97912,0.55304,0.85998,0.96298,0.0001888228567653781,49.2,213.1,3101.2
8,0.08687,0.98665,0.54959,0.86368,0.9623,0.00015,49.2,213.2,3101.2
9,0.06809,0.9897,0.54275,0.86335,0.96399,0.00011117714323462186,49.0,213.8,3101.2
10,0.05655,0.9917,0.53805,0.86604,0.96399,7.500000000000002e-05,49.0,213.9,3101.2
11,0.05531,0.99132,0.54003,0.86402,0.96466,4.3933982822017876e-05,49.0,214.0,3101.2
12,0.04813,0.99428,0.53353,0.86705,0.96432,2.009618943233419e-05,49.4,212.3,3101.2
13,0.04361,0.99361,0.52802,0.86907,0.96533,5.11112605663977e-06,49.3,212.5,3101.2
14,0.04252,0.99466,0.53097,0.86671,0.96567,0.0,49.3,212.6,3101.2
