epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.40595,0.04897,4.69481,0.14944,0.25547,3.3734939759036146e-05,61.2,86.7,3621.4
1,3.58869,0.4321,2.50762,0.65634,0.83978,6.706827309236948e-05,58.6,90.6,3621.4
2,1.40247,0.83236,1.18515,0.81151,0.93773,0.0001,57.1,93.0,3621.4
3,0.4437,0.94858,0.87175,0.83305,0.94716,9.966191788709716e-05,57.1,93.0,3621.4
4,0.16864,0.9855,0.76044,0.84382,0.94783,9.865224352899119e-05,57.1,92.9,3621.4
5,0.08137,0.99322,0.72896,0.84483,0.95119,9.698463103929542e-05,57.4,92.6,3621.4
6,0.05205,0.99586,0.70839,0.85123,0.95052,9.468163201617062e-05,57.0,93.2,3621.4
7,0.04327,0.99642,0.73479,0.84012,0.94918,9.177439057064683e-05,56.9,93.3,3621.4
8,0.02791,0.99868,0.68346,0.84786,0.94884,8.83022221559489e-05,56.9,93.3,3621.4
9,0.02086,0.99887,0.70339,0.84483,0.95086,8.43120818934367e-05,56.8,93.5,3621.4
10,0.02036,0.99793,0.69717,0.84618,0.94884,7.985792958513931e-05,56.7,93.6,3621.4
11,0.0193,0.99868,0.69095,0.84719,0.94985,7.500000000000001e-05,56.8,93.4,3621.4
