epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.26565,0.05356,4.25608,0.22114,0.50656,0.00010030674846625767,97.9,213.1,3101.2
1,2.26255,0.60833,0.92433,0.7967,0.94042,0.00020030674846625764,97.7,213.4,3101.2
2,0.72033,0.83785,0.64829,0.84551,0.95692,0.0003,98.0,212.9,3101.2
3,0.41818,0.89538,0.53663,0.86469,0.96466,0.0002948888739433602,98.2,212.5,3101.2
4,0.2724,0.93173,0.49717,0.87412,0.96533,0.0002799038105676658,98.0,212.9,3101.2
5,0.17566,0.95814,0.50102,0.8721,0.96701,0.00025606601717798207,98.0,212.8,3101.2
6,0.12492,0.97099,0.48722,0.88186,0.96802,0.000225,98.1,212.6,3101.2
7,0.10119,0.97636,0.46487,0.88253,0.97139,0.0001888228567653781,98.1,212.7,3101.2
8,0.07788,0.98255,0.45005,0.88893,0.97307,0.00015,98.0,212.9,3101.2
9,0.05998,0.98725,0.4529,0.89061,0.9724,0.00011117714323462186,98.3,212.2,3101.2
10,0.04757,0.99017,0.44598,0.89364,0.97072,7.500000000000002e-05,98.2,212.5,3101.2
11,0.04025,0.99281,0.43707,0.89229,0.97442,4.3933982822017876e-05,98.0,212.8,3101.2
12,0.03659,0.99343,0.43698,0.89398,0.97341,2.009618943233419e-05,97.9,213.0,3101.2
13,0.03361,0.99449,0.4346,0.89196,0.97341,5.11112605663977e-06,98.0,212.8,3101.2
14,0.03298,0.99463,0.43019,0.89633,0.97442,0.0,98.0,212.7,3101.2
