epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.50808,0.01997,5.42077,0.04578,0.1582,0.00010120481927710842,25.5,208.1,3101.2
1,5.04213,0.05481,4.44158,0.16627,0.41871,0.00020120481927710841,25.0,212.0,3101.2
2,3.22477,0.43925,1.74213,0.69169,0.89566,0.0003,25.1,211.3,3101.2
3,1.19932,0.79262,0.98715,0.77045,0.93167,0.0002948888739433602,25.2,210.7,3101.2
4,0.59604,0.88698,0.81345,0.80545,0.94211,0.0002799038105676658,25.1,211.4,3101.2
5,0.35874,0.93558,0.74801,0.81858,0.94749,0.00025606601717798207,25.1,211.3,3101.2
6,0.23507,0.96402,0.71207,0.82598,0.94716,0.000225,25.0,212.2,3101.2
7,0.16317,0.97853,0.6856,0.82901,0.94918,0.0001888228567653781,25.1,211.8,3101.2
8,0.11664,0.98719,0.67718,0.83036,0.94716,0.00015,25.1,211.3,3101.2
9,0.10389,0.98908,0.67391,0.82901,0.94951,0.00011117714323462186,25.2,210.6,3101.2
10,0.08254,0.99228,0.66488,0.83339,0.95119,7.500000000000002e-05,25.4,208.8,3101.2
11,0.07391,0.99454,0.66384,0.83204,0.94918,4.3933982822017876e-05,25.2,210.4,3101.2
12,0.06789,0.99586,0.6599,0.83743,0.95119,2.009618943233419e-05,25.2,210.8,3101.2
13,0.06856,0.99397,0.65976,0.83474,0.94985,5.11112605663977e-06,25.1,211.2,3101.2
14,0.06577,0.99397,0.66051,0.83709,0.95153,0.0,25.2,210.6,3101.2
