epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,4.58571,0.02897,4.48325,0.12327,0.33832,0.0001003610108303249,84.6,209.0,3090.3
1,3.5334,0.2804,2.2609,0.46851,0.74663,0.00020036101083032492,84.2,210.0,3090.3
2,1.86653,0.54569,1.55689,0.59782,0.84782,0.0003,84.6,209.0,3090.3
3,1.26733,0.66993,1.28994,0.65723,0.88337,0.0002948888739433602,84.5,209.1,3090.3
4,0.95155,0.74495,1.1765,0.68752,0.89634,0.0002799038105676658,84.1,210.2,3090.3
5,0.74248,0.79921,1.09991,0.70693,0.90733,0.00025606601717798207,84.2,209.8,3090.3
6,0.58981,0.8413,1.07923,0.71307,0.9097,0.000225,84.2,210.0,3090.3
7,0.48077,0.86931,1.06681,0.72257,0.91446,0.0001888228567653781,84.2,209.8,3090.3
8,0.3903,0.89477,1.07152,0.72257,0.91337,0.00015,84.2,209.8,3090.3
9,0.32269,0.91808,1.05171,0.7296,0.91545,0.00011117714323462186,84.4,209.4,3090.3
10,0.27547,0.93092,1.05551,0.73059,0.91634,7.500000000000002e-05,84.2,209.9,3090.3
11,0.24771,0.93777,1.05803,0.73178,0.91594,4.3933982822017876e-05,84.3,209.8,3090.3
12,0.22444,0.94699,1.0596,0.72901,0.91475,2.009618943233419e-05,84.3,209.7,3090.3
13,0.21232,0.94959,1.0497,0.73376,0.91465,5.11112605663977e-06,84.1,210.1,3090.3
14,0.20578,0.95174,1.0525,0.73475,0.91644,0.0,84.0,210.3,3090.3
