epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,2.77661,0.52587,0.63423,0.84315,0.95961,0.03492063492063492,0.0,0.0,228.4
1,0.30123,0.91715,0.59017,0.86166,0.95826,0.06825396825396826,0.0,0.0,234.3
2,0.0848,0.97665,0.63441,0.86301,0.95422,0.1,0.0,0.0,234.3
3,0.0372,0.99171,0.58835,0.86503,0.96163,0.09966191788709716,0.0,0.0,234.3
4,0.02093,0.99621,0.55563,0.87378,0.96163,0.0986522435289912,0.0,0.0,234.3
5,0.01683,0.99755,0.53855,0.87041,0.96129,0.09698463103929543,0.0,0.0,234.3
6,0.01201,0.99923,0.50253,0.87816,0.96331,0.09468163201617062,0.0,0.0,234.3
7,0.0101,0.9999,0.4917,0.8795,0.96466,0.09177439057064683,0.0,0.0,234.3
8,0.01071,0.99952,0.48394,0.88118,0.96567,0.0883022221559489,0.0,0.0,234.3
9,0.01091,0.99995,0.46852,0.88421,0.96735,0.0843120818934367,0.0,0.0,234.3
10,0.01109,0.99995,0.46542,0.88792,0.96802,0.07985792958513932,0.0,0.0,234.4
11,0.01112,1.0,0.46529,0.88455,0.96937,0.07500000000000001,0.0,0.0,234.4
12,0.01072,1.0,0.46449,0.88657,0.96836,0.06980398830195784,0.0,0.0,234.4
13,0.01042,1.0,0.45948,0.88825,0.96836,0.06434016163555452,0.0,0.0,234.4
14,0.01013,1.0,0.45517,0.88926,0.9687,0.058682408883346526,0.0,0.0,234.4
15,0.00984,1.0,0.45755,0.88657,0.9687,0.05290724144552379,0.0,0.0,234.4
16,0.00959,1.0,0.45689,0.88691,0.96937,0.04709275855447621,0.0,0.0,234.4
17,0.00935,1.0,0.4522,0.8896,0.96903,0.041317591116653486,0.0,0.0,234.4
18,0.00918,1.0,0.45296,0.88859,0.97038,0.0356598383644455,0.0,0.0,234.4
19,0.00887,1.0,0.45229,0.8859,0.96971,0.03019601169804216,0.0,0.0,234.4
20,0.0087,1.0,0.44996,0.88792,0.97105,0.025000000000000012,0.0,0.0,234.4
21,0.0085,1.0,0.44915,0.88657,0.97139,0.020142070414860703,0.0,0.0,234.4
22,0.00835,1.0,0.44891,0.88893,0.97072,0.015687918106563326,0.0,0.0,234.4
23,0.00819,1.0,0.44924,0.88859,0.96971,0.011697777844051106,0.0,0.0,234.4
24,0.00807,1.0,0.44913,0.88893,0.97072,0.008225609429353187,0.0,0.0,234.4
25,0.00798,1.0,0.44873,0.88893,0.97038,0.005318367983829392,0.0,0.0,234.4
