epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.57862,0.02186,5.20508,0.08415,0.14473,3.428571428571429e-05,24.1,91.1,3621.4
1,4.56992,0.18215,4.12385,0.30966,0.49613,6.761904761904763e-05,23.8,92.4,3621.4
2,2.98741,0.65027,2.80458,0.61393,0.79031,0.0001,23.7,92.7,3621.4
3,1.352,0.92623,1.87831,0.72837,0.87816,9.829629131445342e-05,23.8,92.3,3621.4
4,0.4906,0.9877,1.50275,0.75698,0.90205,9.330127018922194e-05,23.7,92.7,3621.4
5,0.19578,0.99772,1.34485,0.77146,0.91148,8.535533905932738e-05,23.7,92.8,3621.4
6,0.10545,0.99954,1.28237,0.77752,0.9172,7.500000000000001e-05,23.6,92.9,3621.4
7,0.0761,0.99954,1.23389,0.78391,0.91653,6.294095225512603e-05,23.6,92.9,3621.4
8,0.05467,1.0,1.20425,0.7866,0.92124,5e-05,23.6,92.9,3621.4
9,0.04561,0.99954,1.20124,0.78425,0.91821,3.705904774487396e-05,23.6,93.0,3621.4
10,0.04565,0.99863,1.19001,0.78055,0.91754,2.500000000000001e-05,23.6,92.9,3621.4
11,0.0368,1.0,1.18457,0.78458,0.9172,1.4644660940672627e-05,23.6,93.1,3621.4
12,0.03499,0.99954,1.17673,0.7829,0.91888,6.698729810778065e-06,23.6,92.9,3621.4
13,0.03733,0.99909,1.17486,0.7829,0.91956,1.70370868554659e-06,23.7,92.8,3621.4
14,0.03451,0.99954,1.17484,0.78324,0.91956,0.0,23.6,92.9,3621.4
