epoch,train_loss,train_top1,val_loss,val_top1,val_top5,lr,epoch_time_s,imgs_per_sec,peak_vram_mb
0,5.22905,0.09381,3.14797,0.3238,0.68798,0.044444444444444446,0.0,0.0,78.3
1,1.7107,0.70947,1.06759,0.74756,0.91181,0.07777777777777778,0.0,0.0,83.2
2,0.12948,0.97495,1.33578,0.71659,0.89027,0.1,0.0,0.0,83.2
3,0.03481,0.99135,1.62173,0.71188,0.89532,0.09966191788709716,0.0,0.0,84.2
4,0.02128,0.99545,1.85069,0.70145,0.89566,0.0986522435289912,0.0,0.0,84.2
5,0.01089,0.99727,1.96925,0.71356,0.89599,0.09698463103929543,0.0,0.0,84.2
6,0.00447,0.99954,2.02764,0.71659,0.89801,0.09468163201617062,0.0,0.0,84.2
7,0.0018,1.0,2.0588,0.7203,0.89902,0.09177439057064683,0.0,0.0,84.2
8,0.00106,1.0,2.06812,0.72535,0.8997,0.0883022221559489,0.0,0.0,84.2
9,0.00048,1.0,2.06785,0.72905,0.90172,0.0843120818934367,0.0,0.0,84.2
